MP_id,Formula,Phase,Decomposition Energy,Band Gap,Formation Energy per atom,Structure,A_Ion_rad,A_BP,A_MP,A_Density,A_At_wt,A_Elec_Aff,A_Ion_Energy,A_Heat_fusion,A_Heat_vap,A_Electronegativity,A_At_num,A_Period,B_Ion_rad,B_BP,B_MP,B_Density,B_At_wt,B_Elec_Aff,B_Ion_Energy,B_Heat_fusion,B_Heat_vap,B_Electronegativity,B_At_num,B_Period,X_Ion_rad,X_BP,X_MP,X_Density,X_At_wt,X_Elec_Aff,X_Ion_Energy,X_Heat_fusion,X_Heat_vap,X_Electronegativity,X_At_num,X_Period,A Site,B Site,X Site
mp-998428,CsCaI3,Orthorhombic,-0.063496047,3.6642,-1.873241837,"Full Formula (Cs4 Ca4 I12)
Reduced Formula: CsCaI3
abc   :   4.728150  10.717136  17.798917
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Cs    0.75  0.070908  0.67382         -0
  1  Cs    0.25  0.929091  0.32618         -0
  2  Cs    0.75  0.570908  0.82618         -0
  3  Cs    0.25  0.429092  0.17382         -0
  4  Ca    0.25  0.161879  0.943078         0
  5  Ca    0.75  0.838122  0.056923         0
  6  Ca    0.25  0.661879  0.556923         0
  7  Ca    0.75  0.338122  0.443077         0
  8  I     0.75  0.330143  0.003473        -0
  9  I     0.25  0.669856  0.996527        -0
 10  I     0.75  0.830143  0.496527        -0
 11  I     0.25  0.169856  0.503473        -0
 12  I     0.25  0.026326  0.102742        -0
 13  I     0.75  0.973674  0.897257        -0
 14  I     0.25  0.526326  0.397257        -0
 15  I     0.75  0.473674  0.602743        -0
 16  I     0.25  0.287174  0.788819         0
 17  I     0.75  0.712826  0.211181         0
 18  I     0.25  0.787175  0.711181         0
 19  I     0.75  0.212826  0.288818         0",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,Cs,Ca,I
mp-570231,CsCdBr3,Cubic,-0.085504645,0.6968,-1.52265482,"Full Formula (Cs1 Cd1 Br3)
Reduced Formula: CsCdBr3
abc   :   5.530069   5.530069   5.530069
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Cs    -0    -0    -0          -0
  1  Cd     0.5   0.5   0.5        -0
  2  Br    -0     0.5   0.5        -0
  3  Br     0.5   0.5  -0          -0
  4  Br     0.5  -0     0.5        -0",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.95,1040,594.26,8.65,112.41,0,867.7,6.07,99.87,1.69,48,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Cs,Cd,Br
mp-541899,CsCdBr3,Hexagonal,-0.24888078,2.901,-1.555330047,"Full Formula (Cs2 Cd2 Br6)
Reduced Formula: CsCdBr3
abc   :   7.750548   7.750549   6.759250
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (10)
  #  SP            a          b      c    magmom
---  ----  ---------  ---------  -----  --------
  0  Cs     0.333333   0.666667   0.75        -0
  1  Cs     0.666667   0.333333   0.25        -0
  2  Cd    -0         -0         -0           -0
  3  Cd    -0         -0          0.5         -0
  4  Br     0.165731   0.834269   0.25         0
  5  Br     0.331463   0.165731   0.75         0
  6  Br     0.834269   0.668537   0.75         0
  7  Br     0.165731   0.331463   0.25         0
  8  Br     0.668537   0.834269   0.25         0
  9  Br     0.834269   0.165731   0.75         0",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.95,1040,594.26,8.65,112.41,0,867.7,6.07,99.87,1.69,48,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Cs,Cd,Br
mp-568544,CsCdCl3,Cubic,-0.33944773,1.7462,-1.703087444,"Full Formula (Cs1 Cd1 Cl3)
Reduced Formula: CsCdCl3
abc   :   5.264402   5.264402   5.264402
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Cs    0    0    0           0
  1  Cd    0.5  0.5  0.5        -0
  2  Cl    0    0.5  0.5         0
  3  Cl    0.5  0.5  0           0
  4  Cl    0.5  0    0.5         0",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.95,1040,594.26,8.65,112.41,0,867.7,6.07,99.87,1.69,48,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Cs,Cd,Cl
mp-619015,CsCdCl3,Hexagonal,-0.35261751,2.4918,-1.7057214,"Full Formula (Cs6 Cd6 Cl18)
Reduced Formula: CsCdCl3
abc   :   7.466469   7.466417  18.575277
angles:  90.000061  89.999795 119.999857
pbc   :       True       True       True
Sites (30)
  #  SP           a          b         c    magmom
---  ----  --------  ---------  --------  --------
  0  Cs    0.333333   0.666667  0.087934         0
  1  Cs    0.666668   0.333333  0.912064         0
  2  Cs    0.666667   0.333333  0.587933         0
  3  Cs    1e-06     -0         0.25             0
  4  Cs    0.333334   0.666667  0.412066         0
  5  Cs    1e-06      0         0.749999        -0
  6  Cd    0.666667   0.333333  0.339752        -0
  7  Cd    0.333307   0.666657  0.660248        -0
  8  Cd    0.666667   0.333333  0.160244        -0
  9  Cd    3e-06      3e-06     0.499999         0
 10  Cd    0.333333   0.666664  0.839756        -0
 11  Cd    0         -1e-06     1e-06            0
 12  Cl    0.834391   0.16561   0.081861         0
 13  Cl    0.834391   0.66878   0.081861        -0
 14  Cl    0.834392   0.165609  0.418139         0
 15  Cl    0.165611   0.33122   0.58186          0
 16  Cl    0.834393   0.668783  0.418139        -0
 17  Cl    0.986909   0.493455  0.25            -0
 18  Cl    0.33122    0.165609  0.081861        -0
 19  Cl    0.506546   0.493455  0.25            -0
 20  Cl    0.331218   0.165608  0.41814          0
 21  Cl    0.668782   0.834391  0.918139         0
 22  Cl    0.16561    0.834391  0.918139         0
 23  Cl    0.16561    0.834392  0.58186          0
 24  Cl    0.668789   0.834394  0.58186          0
 25  Cl    0.506546   0.01309   0.249999         0
 26  Cl    0.16561    0.331218  0.918139        -0
 27  Cl    0.493459   0.986916  0.750004         0
 28  Cl    0.493457   0.506544  0.750003        -0
 29  Cl    0.013088   0.506544  0.750003         0",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.95,1040,594.26,8.65,112.41,0,867.7,6.07,99.87,1.69,48,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Cs,Cd,Cl
mp-8399,CsCdF3,Cubic,-0.44019485,3.2859,-2.699160899,"Full Formula (Cs1 Cd1 F3)
Reduced Formula: CsCdF3
abc   :   4.486811   4.486811   4.486811
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Cs    -0    -0    -0           0
  1  Cd     0.5   0.5   0.5         0
  2  F     -0     0.5   0.5        -0
  3  F      0.5   0     0.5        -0
  4  F      0.5   0.5  -0          -0",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.95,1040,594.26,8.65,112.41,0,867.7,6.07,99.87,1.69,48,5,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,Cs,Cd,F
mp-504708,CsCoCl3,Hexagonal,-0.403097075,0,-1.516769419,"Full Formula (Cs2 Co2 Cl6)
Reduced Formula: CsCoCl3
abc   :   7.256539   7.256705   5.987522
angles:  90.005397  89.994693 120.007163
pbc   :       True       True       True
Sites (10)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Cs    0.666732  0.333283   0.250009     0.003
  1  Cs    0.333268  0.666717   0.749991     0.003
  2  Co    0         0         -0            2.624
  3  Co    0         0          0.5          2.624
  4  Cl    0.84493   0.693661   0.750007     0.095
  5  Cl    0.845162  0.1548     0.750015     0.09
  6  Cl    0.154838  0.8452     0.249985     0.09
  7  Cl    0.693648  0.844896   0.25001      0.095
  8  Cl    0.306352  0.155104   0.74999      0.095
  9  Cl    0.15507   0.306339   0.249993     0.095",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.65,3143,1768,8.9,58.9332,70,758,16.19,373.3,1.88,27,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Cs,Co,Cl
mp-556943,CsCoF3,Trigonal,0.211389632,0,-2.499315602,"Full Formula (Cs3 Co3 F9)
Reduced Formula: CsCoF3
abc   :   8.251573   8.275965   8.275998
angles:  43.903586  43.981649  43.981774
pbc   :       True       True       True
Sites (15)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Cs    0.214841  0.213506   0.213501     0
  1  Cs    0.785159  0.786494   0.786499     0
  2  Cs    0         0         -0            0.001
  3  Co    0.379172  0.377771   0.377769     2.756
  4  Co    0.620828  0.622229   0.622231     2.756
  5  Co    0.5       0.5        0.5          2.753
  6  F     0.701302  0.271839   0.704096     0.078
  7  F     0.298698  0.728161   0.295904     0.078
  8  F     0.5       0          0.5          0.06
  9  F     0.271394  0.703952   0.703952     0.075
 10  F     0.298697  0.295903   0.728164     0.078
 11  F     0         0.5        0.5          0.06
 12  F     0.701303  0.704097   0.271836     0.078
 13  F     0.728606  0.296048   0.296048     0.075
 14  F     0.5       0.5       -0            0.06",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.65,3143,1768,8.9,58.9332,70,758,16.19,373.3,1.88,27,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,Cs,Co,F
mp-27179,CsCrBr3,Hexagonal,-0.18378805,0,-1.502327756,"Full Formula (Cs2 Cr2 Br6)
Reduced Formula: CsCrBr3
abc   :   7.759908   7.759908   6.492639
angles:  90.000000  90.000000 119.999997
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.666667  0.333333  0.255874     0.002
  1  Cs    0.333333  0.666667  0.755874     0.002
  2  Cr    0         0         0.513926     3.627
  3  Cr    0         0         0.013926     3.627
  4  Br    0.684911  0.842455  0.263367     0.008
  5  Br    0.842455  0.157545  0.763367    -0.009
  6  Br    0.157545  0.842455  0.263367    -0.009
  7  Br    0.315089  0.157545  0.763367     0.008
  8  Br    0.842455  0.684911  0.763367    -0.007
  9  Br    0.157545  0.315089  0.263367    -0.007",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.62,2945,2130,7.19,51.996,64,652.8,20,339.5,1.66,24,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Cs,Cr,Br
mp-570326,CsCrCl3,Hexagonal,-0.276542952,0,-1.643944287,"Full Formula (Cs2 Cr2 Cl6)
Reduced Formula: CsCrCl3
abc   :   7.395089   7.395089   6.173242
angles:  90.000000  90.000000 120.000007
pbc   :       True       True       True
Sites (10)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Cs    0.666667  0.333333  0.25     0.003
  1  Cs    0.333333  0.666667  0.75     0.003
  2  Cr    0         0         0        3.606
  3  Cr    0         0         0.5      3.606
  4  Cl    0.154436  0.845564  0.25    -0.004
  5  Cl    0.691128  0.845564  0.25     0.013
  6  Cl    0.154436  0.308872  0.25     0.002
  7  Cl    0.845564  0.691128  0.75     0.002
  8  Cl    0.308872  0.154436  0.75     0.013
  9  Cl    0.845564  0.154436  0.75    -0.004",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.62,2945,2130,7.19,51.996,64,652.8,20,339.5,1.66,24,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Cs,Cr,Cl
mp-29616,CsCrCl3,Monoclinic,-0.675720133,0.1682,-1.723779723,"Full Formula (Cs2 Cr2 Cl6)
Reduced Formula: CsCrCl3
abc   :   6.259594   7.255281   7.290850
angles: 119.838577  88.507672  89.999872
pbc   :       True       True       True
Sites (10)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Cs    0.749353  0.332569   0.665136     0.001
  1  Cs    0.250647  0.667431   0.334864     0.001
  2  Cr    0         0         -0            3.705
  3  Cr    0.5       0         -0            3.666
  4  Cl    0.291091  0.160378   0.320754     0.011
  5  Cl    0.708909  0.839622   0.679246     0.011
  6  Cl    0.767604  0.843746   0.152934    -0.002
  7  Cl    0.232395  0.690813   0.847066    -0.002
  8  Cl    0.232396  0.156254   0.847066    -0.002
  9  Cl    0.767605  0.309187   0.152934    -0.002",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.62,2945,2130,7.19,51.996,64,652.8,20,339.5,1.66,24,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Cs,Cr,Cl
mp-27259,CsCrI3,Hexagonal,-0.030585325,0,-1.064400419,"Full Formula (Cs2 Cr2 I6)
Reduced Formula: CsCrI3
abc   :   8.258842   8.258842   6.919918
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Cs    0.333333  0.666667  0.75     0.003
  1  Cs    0.666667  0.333333  0.25     0.003
  2  Cr    0         0         0.5      3.642
  3  Cr    0         0         0        3.644
  4  I     0.678683  0.839342  0.25    -0.009
  5  I     0.839342  0.160658  0.75    -0.024
  6  I     0.160658  0.839342  0.25    -0.024
  7  I     0.321317  0.160658  0.75    -0.008
  8  I     0.839342  0.678683  0.75    -0.026
  9  I     0.160658  0.321317  0.25    -0.026",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.62,2945,2130,7.19,51.996,64,652.8,20,339.5,1.66,24,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,Cs,Cr,I
mp-580597,CsCrI3,Orthorhombic,-0.043726517,0,-1.067028657,"Full Formula (Cs4 Cr4 I12)
Reduced Formula: CsCrI3
abc   :   7.044584   8.287951  14.112466
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0         0.666195     0.003
  1  Cs    0.25      0         0.333805     0.003
  2  Cs    0.75      0.5       0.166195     0.003
  3  Cs    0.25      0.5       0.833805     0.003
  4  Cr    0.5       0         0            3.649
  5  Cr    0         0         0            3.649
  6  Cr    0         0.5       0.5          3.649
  7  Cr    0.5       0.5       0.5          3.649
  8  I     0.284836  0.755722  0.082788    -0.013
  9  I     0.715164  0.255722  0.417212    -0.013
 10  I     0.215164  0.244278  0.082788    -0.013
 11  I     0.784836  0.755722  0.917212    -0.013
 12  I     0.284836  0.744278  0.582788    -0.013
 13  I     0.715164  0.244278  0.917212    -0.013
 14  I     0.75      0         0.156074    -0.038
 15  I     0.215164  0.255722  0.582788    -0.013
 16  I     0.25      0.5       0.343926    -0.038
 17  I     0.75      0.5       0.656074    -0.038
 18  I     0.25      0         0.843926    -0.038
 19  I     0.784836  0.744278  0.417212    -0.013",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.62,2945,2130,7.19,51.996,64,652.8,20,339.5,1.66,24,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,Cs,Cr,I
mp-27336,CsCuBr3,Orthorhombic,-0.178592937,0,-1.301702257,"Full Formula (Cs4 Cu4 Br12)
Reduced Formula: CsCuBr3
abc   :   7.469931   7.469931  12.730416
angles:  90.000000  90.000000 117.969767
pbc   :       True       True       True
Sites (20)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Cs    0.017059  0.017059  -0                0
  1  Cs    0.982941  0.982941   0.5              0
  2  Cs    0.680003  0.319997   0.75            -0
  3  Cs    0.319997  0.680003   0.25            -0
  4  Cu    0.661251  0.356101   0.122454         0
  5  Cu    0.338749  0.643899   0.622454         0
  6  Cu    0.356101  0.661251   0.877546         0
  7  Cu    0.643899  0.338749   0.377546         0
  8  Br    0.935499  0.468226   0.485622        -0
  9  Br    0.064501  0.531774   0.985622        -0
 10  Br    0.491494  0.491494   0.5             -0
 11  Br    0.508506  0.508506  -0               -0
 12  Br    0.803224  0.196776   0.25             0
 13  Br    0.196776  0.803224   0.75             0
 14  Br    0.331789  0.187404   0.281186        -0
 15  Br    0.668211  0.812596   0.781186        -0
 16  Br    0.187404  0.331789   0.718814        -0
 17  Br    0.812596  0.668211   0.218814        -0
 18  Br    0.468226  0.935499   0.514378        -0
 19  Br    0.531774  0.064501   0.014378        -0",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.73,2840,1356.6,8.96,63.456,118.3,745.4,13.14,300.5,1.9,29,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Cs,Cu,Br
mp-23032,CsCuCl3,Hexagonal,-0.30784855,0.5494,-1.334073815,"Full Formula (Cs6 Cu6 Cl18)
Reduced Formula: CsCuCl3
abc   :   7.283518   7.282651  18.185197
angles:  89.999837  89.999822 119.999544
pbc   :       True       True       True
Sites (30)
  #  SP           a          b          c    magmom
---  ----  --------  ---------  ---------  --------
  0  Cs    0.644582   0.289178   0.75         0.002
  1  Cs    0.355782   0.644413   0.916488     0.002
  2  Cs    0.288625   0.644405   0.583509     0.002
  3  Cs    0.71136    0.355577   0.083506     0.002
  4  Cs    0.644208   0.355579   0.416491     0.002
  5  Cs    0.355407   0.710807   0.249999     0.002
  6  Cu    0.930319   3e-06      0.499998     0.584
  7  Cu    0.931583   0.932429   0.666433     0.584
  8  Cu    0.999177   0.06761    0.333568     0.584
  9  Cu    0.000804   0.932354   0.833576     0.584
 10  Cu    0.068455   0.067628   0.166423     0.584
 11  Cu    0.069676  -9e-06     -2e-06        0.584
 12  Cl    0.359945   0.144851   0.925081     0.098
 13  Cl    0.855127   0.2137     0.258624     0.098
 14  Cl    0.78596    0.641868   0.591696     0.098
 15  Cl    0.214051   0.358166   0.091682     0.098
 16  Cl    0.641465   0.78634    0.741378     0.098
 17  Cl    0.640043   0.855139   0.425079     0.098
 18  Cl    0.144867   0.786293   0.758628     0.098
 19  Cl    0.855889   0.641816   0.908315     0.098
 20  Cl    0.784894   0.144869   0.574923     0.098
 21  Cl    0.215106   0.855129   0.074916     0.098
 22  Cl    0.144087   0.358153   0.408306     0.098
 23  Cl    0.358559   0.213685   0.241372     0.098
 24  Cl    0.893895   0.787768   0.249999     0.156
 25  Cl    0.104793   0.893663   0.41687      0.156
 26  Cl    0.788893   0.893687   0.083134     0.156
 27  Cl    0.21113    0.106338   0.583127     0.156
 28  Cl    0.895193   0.106319   0.916871     0.156
 29  Cl    0.106124   0.212242   0.750008     0.156",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.73,2840,1356.6,8.96,63.456,118.3,745.4,13.14,300.5,1.9,29,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Cs,Cu,Cl
mp-2456411,CsCuCl3,Monoclinic,-0.294121868,0.5123,-1.331328479,"Full Formula (Cs2 Cu2 Cl6)
Reduced Formula: CsCuCl3
abc   :   7.446861   7.272837   6.479775
angles:  89.078925  91.927121 120.784092
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.660318  0.320151  0.272053     0.001
  1  Cs    0.340349  0.679866  0.771628     0.001
  2  Cu    8e-05     0.000212  0.020607     0.518
  3  Cu    0.999831  0.999771  0.520607     0.518
  4  Cl    0.852065  0.167201  0.841033     0.099
  5  Cl    0.136569  0.273444  0.271256     0.184
  6  Cl    0.684762  0.832883  0.340613     0.099
  7  Cl    0.147991  0.83326   0.200662     0.099
  8  Cl    0.863207  0.726549  0.770455     0.184
  9  Cl    0.31483   0.166664  0.701085     0.099",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.73,2840,1356.6,8.96,63.456,118.3,745.4,13.14,300.5,1.9,29,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,Cs,Cu,Cl
mp-1079040,CsDyBr3,Tetragonal,0.094553955,0,-1.886105247,"Full Formula (Cs2 Dy2 Br6)
Reduced Formula: CsDyBr3
abc   :   8.017402   8.017402   5.729822
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  Cs    0         0.5       0.5     0.002
  1  Cs    0.5       0         0.5     0.002
  2  Dy    0.5       0.5       0       0.251
  3  Dy    0         0         0       0.251
  4  Br    0.5       0.5       0.5     0
  5  Br    0         0         0.5     0
  6  Br    0.779557  0.279557  0      -0.001
  7  Br    0.220443  0.720443  0      -0.001
  8  Br    0.279557  0.220443  0      -0.001
  9  Br    0.720443  0.779557  0      -0.001",1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.03,2840,1685,8.55,162.5,50,572,11.06,230,1.22,66,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,Cs,Dy,Br
